CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,FirstPurchase,LastPurchase,TenureDays,RecencyDays,AvgOrderValue,HistoricalLTV,PredictedLTV_Next6Months
13988,20,234,4147.96,4,5,5,455,Champions,2011-03-30 11:48:00,2011-11-20 10:15:00,254,19,17.726324786324785,4147.96,2964.4847999999993
13989,66,41,1266.08,3,3,4,334,Loyal,2011-04-14 15:39:00,2011-10-05 09:47:00,238,65,30.88,1266.08,1174.1235999999997
13990,213,16,311.3,1,2,2,122,Others,2011-05-10 15:19:00,2011-05-10 15:19:00,212,212,19.45625,311.3,392.0527
13991,12,84,855.97,5,4,3,543,Loyal,2011-07-19 12:58:00,2011-11-27 16:18:00,142,11,10.190119047619048,855.97,995.9820000000009
13992,30,5,76.8,4,1,1,411,New,2011-11-09 15:23:00,2011-11-09 15:23:00,29,29,15.36,76.8,62.477700000000006
13993,43,121,3466.36,3,4,5,345,Loyal,2011-01-13 10:43:00,2011-10-28 09:06:00,330,42,28.647603305785125,3466.36,5459.1714
13994,4,155,2313.14,5,5,5,555,Champions,2011-07-14 18:28:00,2011-12-06 11:05:00,147,3,14.923483870967742,2313.14,2207.7812999999996
13995,15,86,1393.69,4,4,4,444,Champions,2011-04-08 08:20:00,2011-11-24 14:22:00,245,14,16.205697674418605,1393.69,1614.9895
13999,10,208,3901.81,5,5,5,555,Champions,2010-12-13 11:23:00,2011-11-29 13:40:00,361,9,18.758701923076924,3901.81,4465.771499999998
14000,211,15,635.66,1,2,3,123,Others,2011-05-12 16:50:00,2011-05-12 16:50:00,210,210,42.37733333333333,635.66,792.6475999999999
14001,46,39,2043.08,3,3,4,334,Loyal,2010-12-01 12:58:00,2011-10-25 10:31:00,372,45,52.38666666666667,2043.0800000000002,2068.6805999999992
14002,134,47,529.73,2,3,3,233,Others,2011-07-06 14:59:00,2011-07-28 15:55:00,155,133,11.270851063829788,529.73,528.9187999999999
14004,43,171,4582.64,3,5,5,355,Loyal,2011-02-24 09:28:00,2011-10-27 14:40:00,288,42,26.799064327485382,4582.64,5049.783500000002
14005,10,84,2874.72,5,4,5,545,Champions,2011-05-08 10:33:00,2011-11-30 12:41:00,215,9,34.22285714285714,2874.72,2971.1054
14006,116,30,962.19,2,3,4,234,At Risk,2011-01-31 15:11:00,2011-08-16 09:39:00,311,115,32.073,962.19,614.7652999999998
14009,198,42,695.61,1,3,3,133,Others,2011-05-18 13:00:00,2011-05-25 15:47:00,204,197,16.562142857142856,695.61,715.5788
14012,278,11,328.8,1,1,2,112,Others,2011-03-07 12:26:00,2011-03-07 12:26:00,277,277,29.89090909090909,328.8,289.2944
14013,110,34,473.02,2,3,2,232,Others,2011-03-09 08:59:00,2011-08-21 15:01:00,275,109,13.91235294117647,473.02,851.3921999999998
14014,77,39,505.18,2,3,3,233,Others,2011-09-23 13:18:00,2011-09-23 13:18:00,76,76,12.953333333333331,505.18,526.2975999999995
14015,53,20,917.34,3,2,3,323,Others,2011-10-18 10:02:00,2011-10-18 10:02:00,52,52,45.867,917.34,488.0756000000001
14016,162,161,4341.21,2,5,5,255,At Risk,2010-12-17 14:21:00,2011-07-01 11:29:00,356,161,26.964037267080744,4341.21,2226.3959000000004
14019,47,66,1421.61,3,4,4,344,Loyal,2011-07-24 15:39:00,2011-10-24 10:13:00,137,46,21.539545454545458,1421.6100000000001,1491.0456000000008
14020,17,39,642.8,4,3,3,433,Loyal,2011-09-12 15:32:00,2011-11-23 09:22:00,87,16,16.48205128205128,642.8,925.877
14021,155,22,631.9,2,2,3,223,Others,2011-03-28 15:10:00,2011-07-07 15:46:00,255,154,28.722727272727276,631.9,645.6046000000003
14022,225,28,440.0,1,2,2,122,Others,2011-04-28 14:39:00,2011-04-28 14:39:00,224,224,15.714285714285714,440.0,574.0103999999998
14023,7,31,584.07,5,3,3,533,Loyal,2011-04-03 15:50:00,2011-12-02 13:58:00,249,6,18.840967741935486,584.07,449.8023000000002
14024,122,16,327.7,2,2,2,222,Others,2011-08-07 13:31:00,2011-08-10 11:30:00,123,121,20.48125,327.7,497.70300000000003
14027,61,6,104.82,3,1,1,311,Others,2011-10-10 09:01:00,2011-10-10 09:01:00,60,60,17.47,104.82,82.30730000000001
14029,63,15,467.66,3,2,2,322,Others,2011-07-18 16:57:00,2011-10-07 14:46:00,143,62,31.177333333333333,467.66,389.8917099999999
14030,18,243,2360.09,4,5,5,455,Champions,2010-12-08 16:11:00,2011-11-21 16:48:00,365,17,9.712304526748971,2360.09,1736.0343
14031,7,250,17286.86,5,5,5,555,Champions,2010-12-02 16:34:00,2011-12-02 17:13:00,371,6,69.14744,17286.86,24556.228499999987
14032,2,143,2975.59,5,5,5,555,Champions,2010-12-08 10:53:00,2011-12-07 15:23:00,366,1,20.80832167832168,2975.59,2524.532099999998
14034,22,89,651.8199999999999,4,4,3,443,Loyal,2011-07-05 13:06:00,2011-11-17 14:02:00,156,21,7.323820224719101,651.8199999999999,569.7335000000004
14035,29,66,1428.02,4,4,4,444,Champions,2011-02-15 12:48:00,2011-11-11 10:03:00,297,28,21.636666666666667,1428.02,1655.7737999999997
14036,285,38,626.65,1,3,3,133,Others,2011-02-28 09:26:00,2011-02-28 09:26:00,284,284,16.49078947368421,626.65,376.92520000000013
14037,176,28,147.20000000000002,2,2,1,221,Others,2010-12-10 11:39:00,2011-06-16 13:57:00,364,175,5.257142857142858,147.20000000000002,208.0157
14038,78,92,1560.38,2,4,4,244,At Risk,2011-05-16 14:05:00,2011-09-22 13:37:00,206,77,16.960652173913044,1560.38,1070.2608000000002
14039,33,6,152.2,4,1,1,411,New,2011-11-06 13:48:00,2011-11-06 13:48:00,32,32,25.366666666666664,152.2,259.1409000000001
14040,41,235,3614.92,3,5,5,355,Loyal,2011-01-12 14:57:00,2011-10-30 12:42:00,330,40,15.38263829787234,3614.92,4018.8198
14041,266,21,141.41,1,2,1,121,Others,2011-03-18 13:25:00,2011-03-18 13:25:00,265,265,6.733809523809524,141.41,267.1372
14044,27,209,652.82,4,5,3,453,Loyal,2011-02-03 11:39:00,2011-11-13 12:05:00,309,26,3.1235406698564594,652.82,1066.0023000000003
14045,109,6,1659.75,2,1,4,214,At Risk,2010-12-01 11:32:00,2011-08-22 15:27:00,373,108,276.625,1659.75,1786.354
14046,284,14,154.99,1,2,1,121,Others,2011-02-28 14:48:00,2011-02-28 14:48:00,283,283,11.070714285714288,154.99,192.49759999999995
14047,9,32,1308.61,5,3,4,534,Loyal,2010-12-02 10:09:00,2011-12-01 11:43:00,372,8,40.8940625,1308.6100000000001,1132.7275000000002
14048,305,85,409.93,1,4,2,142,At Risk,2011-02-07 14:53:00,2011-02-07 14:53:00,304,304,4.822705882352941,409.93,487.2874000000002
14049,17,488,5681.72,4,5,5,455,Champions,2011-01-26 11:27:00,2011-11-23 12:20:00,317,16,11.642868852459015,5681.72,5472.933600000002
14050,32,54,746.36,4,3,3,433,Loyal,2011-08-25 13:46:00,2011-11-08 10:00:00,105,31,13.821481481481484,746.36,735.0680000000002
14051,1,210,15610.39,5,5,5,555,Champions,2010-12-08 12:49:00,2011-12-09 10:20:00,366,0,74.33519047619048,15610.390000000001,23564.102399999992
14052,20,56,225.36,4,3,1,431,Others,2011-11-20 12:30:00,2011-11-20 12:30:00,19,19,4.024285714285714,225.35999999999999,526.5037999999997
14053,124,4,260.25,2,1,2,212,Others,2011-07-03 12:21:00,2011-08-07 14:27:00,159,123,65.0625,260.25,265.2492
14054,65,6,92.46,3,1,1,311,Others,2011-10-05 15:49:00,2011-10-05 15:49:00,64,64,15.410000000000002,92.46000000000001,176.74000000000012
14055,106,10,725.6400000000001,2,1,3,213,Others,2011-08-25 15:04:00,2011-08-25 15:04:00,105,105,72.56400000000001,725.6400000000001,347.86499999999995
14056,1,1106,8214.65,5,5,5,555,Champions,2011-02-28 15:19:00,2011-12-08 13:36:00,283,0,7.427350813743218,8214.65,13346.783599999988
14057,24,284,6217.96,4,5,5,455,Champions,2010-12-14 12:11:00,2011-11-16 10:32:00,360,23,21.89422535211268,6217.96,5839.079799999999
14059,267,8,183.6,1,1,1,111,Others,2011-03-18 10:06:00,2011-03-18 10:06:00,266,266,22.95,183.6,293.74559999999985
14060,5,202,6140.42,5,5,5,555,Champions,2010-12-02 12:11:00,2011-12-05 12:29:00,372,4,30.39811881188119,6140.42,8571.521799999999
14062,10,111,10464.85,5,4,5,545,Champions,2010-12-10 15:56:00,2011-11-30 10:04:00,363,9,94.27792792792792,10464.85,13846.000599999992
14064,29,80,1353.74,4,4,4,444,Champions,2011-03-10 12:59:00,2011-11-10 13:14:00,273,28,16.92175,1353.74,1773.7726999999993
14066,267,7,152.55,1,1,1,111,Others,2011-03-18 12:21:00,2011-03-18 12:21:00,266,266,21.792857142857144,152.55,249.19639999999998
14067,64,52,374.7,3,3,2,332,Others,2011-09-04 12:00:00,2011-10-07 10:21:00,96,63,7.2057692307692305,374.7,418.1719999999999
14068,320,24,265.85,1,2,2,122,Others,2011-01-23 16:02:00,2011-01-23 16:02:00,319,319,11.077083333333334,265.85,245.91600000000008
14071,4,324,1438.82,5,5,4,554,Champions,2011-03-20 11:33:00,2011-12-06 12:27:00,264,3,4.440802469135802,1438.82,1569.4506000000008
14073,32,13,151.04,4,1,1,411,New,2011-11-07 15:49:00,2011-11-07 15:49:00,31,31,11.618461538461538,151.04,400.4211
14075,5,43,942.26,5,3,3,533,Loyal,2011-03-23 16:35:00,2011-12-05 08:38:00,260,4,21.913023255813957,942.26,895.6084999999998
14076,129,46,122.47,2,3,1,231,Others,2011-08-02 15:19:00,2011-08-02 15:19:00,128,128,2.662391304347826,122.47,408.26340000000016
14077,41,42,499.42,3,3,3,333,Loyal,2011-03-10 15:52:00,2011-10-30 12:35:00,273,40,11.89095238095238,499.42,586.5442999999996
14078,102,65,1049.37,2,4,4,244,At Risk,2010-12-01 12:54:00,2011-08-30 12:16:00,372,101,16.144153846153845,1049.37,783.7560000000002
14079,125,12,375.1,2,1,2,212,Others,2011-08-07 12:10:00,2011-08-07 12:10:00,124,124,31.258333333333336,375.1,391.30970000000013
14080,33,4,45.6,4,1,1,411,New,2011-11-07 11:09:00,2011-11-07 11:09:00,32,32,11.4,45.599999999999994,199.39720000000005
14081,302,153,934.52,1,5,3,153,At Risk,2010-12-05 15:47:00,2011-02-10 16:17:00,368,301,6.10797385620915,934.52,813.9217000000001
14082,365,29,182.25,1,2,1,121,Others,2010-12-10 11:02:00,2010-12-10 11:02:00,364,364,6.2844827586206895,182.25,114.73749999999998
14083,4,181,1018.43,5,5,4,554,Champions,2010-12-03 12:24:00,2011-12-05 13:14:00,371,3,5.626685082872928,1018.43,1244.9598999999994
14085,2,450,4448.54,5,5,5,555,Champions,2010-12-06 12:39:00,2011-12-07 13:46:00,368,1,9.885644444444443,4448.54,4098.359200000003
14087,3,69,194.42,5,4,1,541,Others,2011-12-07 12:41:00,2011-12-07 12:41:00,2,2,2.8176811594202897,194.42,586.5764999999997
14088,10,589,50491.81,5,5,5,555,Champions,2011-01-21 13:07:00,2011-11-29 16:16:00,321,9,85.7246349745331,50491.81,88608.06010000006
14089,57,14,161.0,3,2,1,321,Others,2011-10-14 10:38:00,2011-10-14 10:38:00,56,56,11.5,161.0,233.73159999999993
14090,325,1,76.32000000000001,1,1,1,111,Others,2011-01-19 10:51:00,2011-01-19 10:51:00,324,324,76.32000000000001,76.32000000000001,11.4726
14092,8,214,4076.91,5,5,5,555,Champions,2010-12-16 15:47:00,2011-12-02 12:13:00,357,7,19.050981308411217,4076.9100000000003,3140.0409999999993
14093,12,105,442.85,5,4,2,542,Others,2011-11-27 16:27:00,2011-11-27 16:27:00,11,11,4.217619047619048,442.85,786.7972
14096,4,5111,65164.79,5,5,5,555,Champions,2011-08-30 10:49:00,2011-12-05 17:17:00,101,3,12.749909998043435,65164.79,115648.42789999995
14098,37,21,147.35,3,2,1,321,Others,2011-11-03 10:13:00,2011-11-03 10:13:00,36,36,7.016666666666667,147.35,228.18910000000008
14099,16,250,3104.17,4,5,5,455,Champions,2010-12-20 11:14:00,2011-11-23 13:53:00,354,15,12.41668,3104.17,3012.217100000001
14100,138,26,194.9,2,2,1,221,Others,2011-07-25 11:01:00,2011-07-25 11:01:00,137,137,7.496153846153846,194.9,168.53550000000004
14101,74,35,5976.79,2,3,5,235,At Risk,2011-01-17 13:09:00,2011-09-27 12:28:00,325,73,170.76542857142857,5976.79,5216.192999999998
14102,5,79,1360.28,5,4,4,544,Champions,2011-10-26 12:46:00,2011-12-04 15:38:00,44,4,17.21873417721519,1360.28,1907.2857000000004
14104,155,21,216.21,2,2,1,221,Others,2011-06-27 12:49:00,2011-07-08 12:50:00,165,154,10.295714285714286,216.21,164.4227
14105,239,74,1266.23,1,4,4,144,At Risk,2011-04-14 17:58:00,2011-04-14 17:58:00,238,238,17.111216216216217,1266.23,1292.7188
14107,52,123,2703.23,3,5,5,355,Loyal,2010-12-10 13:29:00,2011-10-19 12:12:00,363,51,21.977479674796747,2703.23,3672.5003999999985
14108,31,34,597.91,4,3,3,433,Loyal,2011-08-30 11:32:00,2011-11-09 10:41:00,101,30,17.585588235294118,597.91,376.21440000000024
14109,73,9,144.2,2,1,1,211,Others,2011-09-28 10:18:00,2011-09-28 10:18:00,72,72,16.022222222222222,144.2,221.85
14110,4,155,5683.15,5,5,5,555,Champions,2011-03-18 09:59:00,2011-12-06 12:26:00,266,3,36.66548387096774,5683.15,9886.527800000003
14111,14,10,692.85,4,1,3,413,Others,2011-04-12 11:36:00,2011-11-25 13:44:00,241,13,69.285,692.85,853.2032000000005
14112,23,160,2915.15,4,5,5,455,Champions,2011-03-09 11:28:00,2011-11-17 12:30:00,275,22,18.2196875,2915.15,3146.4722
14113,4,34,1840.42,5,3,4,534,Loyal,2010-12-20 12:14:00,2011-12-06 12:18:00,354,3,54.13,1840.42,2270.6020000000008
14114,274,15,386.53,1,2,2,122,Others,2011-01-13 11:05:00,2011-03-11 09:42:00,330,273,25.768666666666665,386.53,437.49040000000014
14116,20,72,1382.74,4,4,4,444,Champions,2011-08-10 12:44:00,2011-11-20 10:29:00,121,19,19.204722222222223,1382.74,1186.5856999999999
14117,144,3,90.0,2,1,1,211,Others,2011-07-19 09:49:00,2011-07-19 09:49:00,143,143,30.0,90.0,110.45119999999997
14121,4,159,2780.15,5,5,5,555,Champions,2011-10-11 10:39:00,2011-12-06 12:19:00,59,3,17.485220125786164,2780.15,3113.4287000000013
14124,84,5,419.58,2,1,2,212,Others,2011-09-16 13:32:00,2011-09-16 13:32:00,83,83,83.916,419.58,750.1624
14125,11,167,2740.43,5,5,5,555,Champions,2011-09-22 15:40:00,2011-11-29 12:47:00,77,10,16.409760479041914,2740.43,3215.778100000002
14126,8,15,706.1300000000001,5,2,3,523,Others,2011-11-29 12:21:00,2011-12-02 11:45:00,10,7,47.07533333333334,706.1300000000001,975.4
14127,123,44,709.71,2,3,3,233,Others,2011-02-02 12:26:00,2011-08-09 10:49:00,310,122,16.129772727272726,709.71,707.5459000000004
14128,61,46,637.5,3,3,3,333,Loyal,2011-03-29 10:49:00,2011-10-10 12:00:00,255,60,13.858695652173912,637.5,638.1271999999999
14129,2,52,1123.86,5,3,4,534,Loyal,2011-03-24 08:44:00,2011-12-08 11:02:00,260,1,21.61269230769231,1123.8600000000001,1671.0593000000006
14130,319,67,483.86,1,4,2,142,At Risk,2011-01-24 16:05:00,2011-01-24 16:05:00,318,318,7.221791044776119,483.86,427.56800000000015
14132,2,200,3586.03,5,5,5,555,Champions,2011-06-09 12:04:00,2011-12-07 13:35:00,183,1,17.93015,3586.03,2777.7145999999984
14133,130,28,605.64,2,2,3,223,Others,2011-01-28 11:27:00,2011-08-02 11:34:00,315,129,21.63,605.64,374.25420000000014
14135,2,134,4690.31,5,5,5,555,Champions,2010-12-02 10:27:00,2011-12-08 11:38:00,372,1,35.00231343283583,4690.31,5209.8889000000045
14138,2,47,982.38,5,3,4,534,Loyal,2011-10-07 09:38:00,2011-12-08 12:44:00,63,1,20.901702127659576,982.38,1600.2595
14139,46,26,415.82,3,2,2,322,Others,2011-10-24 13:34:00,2011-10-24 13:34:00,45,45,15.993076923076924,415.82,672.2312999999999
14140,4,66,935.05,5,4,3,543,Loyal,2011-11-08 11:20:00,2011-12-06 09:05:00,31,3,14.16742424242424,935.05,1052.2872999999993
14141,3,40,915.13,5,3,3,533,Loyal,2011-08-26 14:40:00,2011-12-07 09:53:00,104,2,22.87825,915.13,1113.6799999999998
14142,373,22,311.81,1,2,2,122,Others,2010-12-01 16:33:00,2010-12-01 16:33:00,372,372,14.17318181818182,311.81,211.48590000000007
14143,134,7,115.8,2,1,1,211,Others,2011-07-29 09:48:00,2011-07-29 09:48:00,133,133,16.54285714285714,115.8,114.71759999999999
14145,47,11,3742.2,3,1,5,315,Others,2011-05-06 13:01:00,2011-10-24 12:10:00,216,46,340.2,3742.2,9216.722399999997
14146,9,210,4191.0,5,5,5,555,Champions,2010-12-17 15:52:00,2011-12-01 10:18:00,356,8,19.957142857142856,4191.0,3823.387399999999
14147,78,5,483.4,2,1,2,212,Others,2011-02-27 11:42:00,2011-09-22 18:10:00,285,77,96.68,483.4,696.7525999999999
14148,234,3,157.2,1,1,1,111,Others,2011-04-20 12:02:00,2011-04-20 12:02:00,233,233,52.4,157.2,265.2020000000002
14149,221,28,446.62,1,2,2,122,Others,2011-05-03 09:44:00,2011-05-03 09:44:00,220,220,15.950714285714286,446.62,500.99269999999996
14150,36,26,658.64,3,2,3,323,Others,2010-12-15 10:04:00,2011-11-04 10:05:00,359,35,25.33230769230769,658.64,661.5460000000002
14152,75,49,621.29,2,3,3,233,Others,2011-04-19 15:46:00,2011-09-25 12:54:00,233,74,12.67938775510204,621.29,701.9426000000001
14154,239,52,1345.62,1,3,4,134,At Risk,2011-04-14 15:58:00,2011-04-14 16:26:00,238,238,25.87730769230769,1345.62,1000.1274999999997
14155,266,6,118.75,1,1,1,111,Others,2011-03-18 14:13:00,2011-03-18 14:13:00,265,265,19.791666666666668,118.75,185.4525999999999
14156,10,1400,117379.63,5,5,5,555,Champions,2010-12-03 11:48:00,2011-11-30 10:54:00,371,9,83.84259285714286,117379.63,123412.63439999992
14157,20,48,432.88,4,3,2,432,Others,2011-02-27 13:04:00,2011-11-20 11:32:00,284,19,9.018333333333333,432.88,684.4017
14158,40,41,507.66,3,3,3,333,Loyal,2011-10-30 15:08:00,2011-10-30 15:08:00,39,39,12.381951219512194,507.65999999999997,816.8496999999995
14159,20,1204,4693.01,4,5,5,455,Champions,2010-12-12 11:17:00,2011-11-20 12:36:00,362,19,3.8978488372093034,4693.01,3575.7855999999992
14161,216,108,1110.52,1,4,4,144,At Risk,2010-12-05 13:18:00,2011-05-08 11:41:00,368,215,10.282592592592591,1110.52,469.4978
14162,174,25,289.36,2,2,2,222,Others,2011-02-20 12:32:00,2011-06-19 11:36:00,292,173,11.5744,289.36,146.99200000000002
14163,87,52,2445.91,2,3,5,235,At Risk,2011-04-14 17:33:00,2011-09-13 15:18:00,238,86,47.036730769230765,2445.91,2888.5938999999994
14164,71,29,1631.77,3,2,4,324,Others,2011-09-20 12:18:00,2011-09-30 12:24:00,80,70,56.26793103448276,1631.77,1453.8793000000003
14165,276,25,122.54,1,2,1,121,Others,2011-03-09 12:39:00,2011-03-09 12:39:00,275,275,4.901599999999999,122.53999999999999,126.79799999999997
14167,39,52,574.84,3,3,3,333,Loyal,2011-01-12 15:44:00,2011-10-31 14:29:00,330,38,11.054615384615383,574.84,710.6705999999999
14171,98,58,363.79,2,3,2,232,Others,2011-09-02 16:43:00,2011-09-02 16:43:00,97,97,6.272241379310345,363.79,292.7290999999999
14173,11,29,450.84,5,2,2,522,New,2011-05-04 14:03:00,2011-11-29 11:54:00,218,10,15.546206896551723,450.84,235.7248999999999
14174,33,26,134.46,4,2,1,421,New,2011-11-06 13:17:00,2011-11-06 13:17:00,32,32,5.171538461538462,134.46,328.5062000000001
14175,60,149,3222.3,3,5,5,355,Loyal,2011-01-14 12:22:00,2011-10-11 11:55:00,329,59,21.626174496644296,3222.3,4060.693799999998
14176,297,31,576.9000000000001,1,3,3,133,Others,2010-12-07 11:45:00,2011-02-15 13:12:00,367,296,18.60967741935484,576.9000000000001,440.6108000000001
14177,86,42,559.41,2,3,3,233,Others,2011-06-13 11:10:00,2011-09-14 15:11:00,179,85,13.319285714285714,559.41,577.2281999999997
14178,9,327,1620.93,5,5,4,554,Champions,2011-06-10 12:51:00,2011-12-01 12:01:00,181,8,4.9569724770642205,1620.93,1229.4917
14179,41,165,719.78,3,5,3,353,Loyal,2011-10-18 14:00:00,2011-10-30 12:07:00,51,40,4.36230303030303,719.78,1154.1917000000003
14180,11,240,4748.52,5,5,5,555,Champions,2010-12-02 13:08:00,2011-11-29 10:56:00,371,10,19.785500000000003,4748.52,3307.188299999998
14184,67,24,452.89,3,2,2,322,Others,2011-10-04 12:43:00,2011-10-04 12:43:00,66,66,18.870416666666667,452.89,690.3265999999994
14185,331,3,197.65,1,1,1,111,Others,2011-01-12 13:52:00,2011-01-12 13:52:00,330,330,65.88333333333334,197.65,208.54389999999995
14188,31,65,2054.36,4,4,4,444,Champions,2011-02-02 13:46:00,2011-11-09 12:45:00,309,30,31.605538461538465,2054.36,1793.7902000000004
14189,2,265,4654.08,5,5,5,555,Champions,2010-12-06 11:42:00,2011-12-07 15:55:00,368,1,17.56256603773585,4654.08,3711.323900000001
14191,2,259,4684.76,5,5,5,555,Champions,2011-05-03 10:30:00,2011-12-08 09:23:00,220,1,18.08787644787645,4684.76,3488.6601000000005
14193,68,42,853.39,3,3,3,333,Loyal,2011-03-15 11:38:00,2011-10-03 09:34:00,269,67,20.318809523809524,853.39,787.5141000000002
14194,5,579,11349.52,5,5,5,555,Champions,2011-02-04 14:51:00,2011-12-05 10:38:00,307,4,19.601934369602763,11349.52,13524.606399999995
14195,202,7,1012.0,1,1,4,114,At Risk,2011-04-01 16:50:00,2011-05-22 10:29:00,251,201,144.57142857142858,1012.0,670.8382999999998
14196,107,6,335.52,2,1,2,212,Others,2011-08-25 10:25:00,2011-08-25 10:25:00,106,106,55.92,335.52,184.9794
14198,18,39,701.4,4,3,3,433,Loyal,2011-04-14 14:54:00,2011-11-21 16:35:00,238,17,17.984615384615385,701.4,737.1312000000003
14199,218,2,185.4,1,1,1,111,Others,2011-05-05 13:44:00,2011-05-05 13:44:00,217,217,92.7,185.39999999999998,161.16589999999994
14201,60,37,747.44,3,3,3,333,Loyal,2010-12-15 13:25:00,2011-10-10 13:27:00,358,59,20.20108108108108,747.44,563.8921000000004
14204,2,44,161.03,5,3,1,531,Others,2011-12-07 13:38:00,2011-12-07 13:38:00,1,1,3.659772727272727,161.03,787.5389999999998
14205,17,24,466.7,4,2,2,422,New,2011-03-20 15:07:00,2011-11-23 10:55:00,263,16,19.445833333333333,466.7,420.8493000000003
14206,239,20,328.16,1,2,2,122,Others,2011-04-14 16:38:00,2011-04-14 16:38:00,238,238,16.407999999999998,328.15999999999997,181.8601
14208,95,10,151.74,2,1,1,211,Others,2011-09-06 12:48:00,2011-09-06 12:48:00,94,94,15.174,151.74,254.40680000000003
14209,11,87,2073.43,5,4,5,545,Champions,2011-01-11 12:56:00,2011-11-29 10:18:00,331,10,23.83252873563218,2073.43,1477.2366
14210,106,102,1905.84,2,4,4,244,At Risk,2010-12-03 12:43:00,2011-08-26 12:36:00,371,105,18.684705882352944,1905.8400000000001,1770.0315000000007
14211,53,112,2241.1,3,4,5,345,Loyal,2011-02-17 15:50:00,2011-10-17 13:23:00,294,52,20.009821428571428,2241.1,1457.8286000000005
14212,90,9,1070.48,2,1,4,214,At Risk,2011-09-11 12:45:00,2011-09-11 12:45:00,89,89,118.94222222222224,1070.48,835.0914999999998
14214,31,67,1004.38,4,4,4,444,Champions,2011-03-07 12:26:00,2011-11-09 10:31:00,277,30,14.990746268656716,1004.38,897.7859999999995
14215,12,108,1789.72,5,4,4,544,Champions,2010-12-06 15:34:00,2011-11-28 12:19:00,367,11,16.57148148148148,1789.72,1785.5799999999995
14216,3,59,1839.3,5,4,4,544,Champions,2011-11-02 10:51:00,2011-12-06 14:56:00,37,2,31.17457627118644,1839.3,2462.8133999999986
14217,2,100,2004.98,5,4,4,544,Champions,2010-12-08 13:28:00,2011-12-08 11:53:00,365,1,20.0498,2004.98,1702.8734000000009
14218,43,12,169.48000000000002,3,1,1,311,Others,2011-10-28 10:00:00,2011-10-28 10:00:00,42,42,14.123333333333337,169.48000000000002,330.1624000000001
14219,4,7,89.94,5,1,1,511,New,2011-12-05 16:23:00,2011-12-05 16:23:00,3,3,12.848571428571429,89.94,226.8347000000001
14220,247,21,632.4000000000001,1,2,3,123,Others,2010-12-16 18:18:00,2011-04-06 13:23:00,357,246,30.11428571428572,632.4000000000001,663.2942000000003
14221,42,193,3432.8,3,5,5,355,Loyal,2011-01-04 15:33:00,2011-10-28 13:42:00,338,41,17.78652849740933,3432.8,4499.085399999999
14222,177,41,683.17,2,3,3,233,Others,2011-06-15 16:42:00,2011-06-15 16:42:00,176,176,16.662682926829266,683.17,828.0654999999999
14223,92,60,991.13,2,4,4,244,At Risk,2011-03-20 16:02:00,2011-09-08 13:38:00,263,91,16.518833333333333,991.13,1029.2171999999998
14224,110,118,1050.12,2,4,4,244,At Risk,2011-01-23 13:58:00,2011-08-21 13:24:00,319,109,8.899322033898306,1050.1200000000001,730.7212999999999
14226,29,67,2232.19,4,4,5,445,Champions,2011-03-15 15:36:00,2011-11-11 11:34:00,268,28,33.31626865671642,2232.19,1928.9774
14227,26,175,3350.96,4,5,5,455,Champions,2011-02-28 12:27:00,2011-11-13 15:48:00,284,25,19.148342857142858,3350.96,3062.4865999999993
14229,52,40,1547.2,3,3,4,334,Loyal,2011-01-10 12:03:00,2011-10-19 10:04:00,333,51,38.68,1547.2,1480.3729000000003
14231,184,50,925.71,1,3,3,133,Others,2011-02-24 11:55:00,2011-06-09 11:05:00,288,183,18.5142,925.71,1017.2310999999995
14232,43,115,2048.07,3,4,4,344,Loyal,2011-03-20 12:44:00,2011-10-28 11:09:00,264,42,17.80930434782609,2048.07,1513.6683999999996
14233,49,35,1462.72,3,3,4,334,Loyal,2011-01-26 12:43:00,2011-10-21 15:54:00,317,48,41.792,1462.72,1553.304400000001
14234,22,159,775.46,4,5,3,453,Loyal,2011-10-13 13:58:00,2011-11-17 17:53:00,56,21,4.877106918238994,775.46,1511.674200000001
14235,75,79,3144.86,2,4,5,245,At Risk,2011-03-24 13:23:00,2011-09-25 14:37:00,259,74,39.80835443037975,3144.86,3000.9434999999985
14236,81,15,490.86,2,2,3,223,Others,2010-12-02 18:49:00,2011-09-20 09:13:00,371,80,32.724000000000004,490.86,909.7458999999998
14237,373,9,161.0,1,1,1,111,Others,2010-12-01 13:20:00,2010-12-01 13:20:00,372,372,17.88888888888889,161.0,161.77859999999993
14238,326,8,146.85,1,1,1,111,Others,2011-01-17 14:40:00,2011-01-17 14:40:00,325,325,18.35625,146.85,205.6598999999999
14239,43,112,2380.85,3,4,5,345,Loyal,2011-01-27 14:45:00,2011-10-27 14:40:00,315,42,21.257589285714285,2380.85,2094.8147
14240,30,42,890.34,4,3,3,433,Loyal,2011-04-28 11:40:00,2011-11-09 13:45:00,225,29,21.19857142857143,890.34,692.7407000000002
14241,184,10,213.7,1,1,1,111,Others,2011-06-09 11:46:00,2011-06-09 11:46:00,183,183,21.37,213.70000000000002,463.0611999999999
14242,235,16,280.55,1,2,2,122,Others,2011-01-18 08:53:00,2011-04-19 11:46:00,325,234,17.534375,280.55,247.7627
14243,9,141,2588.77,5,5,5,555,Champions,2010-12-09 08:34:00,2011-12-01 11:12:00,365,8,18.360070921985816,2588.77,2948.4231
