CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,FirstPurchase,LastPurchase,TenureDays,RecencyDays,AvgOrderValue
13513,127,10,205.1,2,1,1,211,Others,2011-08-05 11:50:00,2011-08-05 11:50:00,126,126,20.509999999999998
13514,74,4,152.20000000000002,2,1,1,211,Others,2011-09-27 09:39:00,2011-09-27 09:39:00,73,73,38.050000000000004
13515,73,59,891.12,2,4,3,243,At Risk,2011-04-06 10:33:00,2011-09-28 11:26:00,247,72,15.103728813559322
13516,21,44,1389.41,4,3,4,434,Loyal,2011-04-15 11:06:00,2011-11-18 13:15:00,238,20,31.5775
13517,60,141,2128.42,3,5,5,355,Loyal,2011-06-13 08:44:00,2011-10-11 11:43:00,179,59,15.09517730496454
13518,86,38,659.44,2,3,3,233,Others,2011-09-15 10:29:00,2011-09-15 10:29:00,85,85,17.353684210526318
13519,78,8,122.75,2,1,1,211,Others,2011-09-22 18:24:00,2011-09-22 18:24:00,77,77,15.34375
13520,59,93,3624.35,3,4,5,345,Loyal,2010-12-03 10:36:00,2011-10-12 10:20:00,371,58,38.97150537634408
13521,1,436,1093.65,5,5,4,554,Champions,2011-11-29 15:09:00,2011-12-08 13:50:00,9,0,2.508371559633028
13522,30,5,125.80000000000001,4,1,1,411,New,2011-11-09 15:11:00,2011-11-09 15:11:00,29,29,25.160000000000004
13523,33,172,3964.88,4,5,5,455,Champions,2010-12-08 14:22:00,2011-11-06 15:11:00,365,32,23.051627906976744
13524,41,27,680.1800000000001,3,2,3,323,Others,2011-05-04 12:26:00,2011-10-30 12:34:00,219,40,25.191851851851855
13525,15,6,628.78,4,1,3,413,Others,2011-04-05 15:36:00,2011-11-25 12:01:00,247,14,104.79666666666667
13527,34,223,2287.51,3,5,5,355,Loyal,2011-01-17 11:17:00,2011-11-06 12:04:00,326,33,10.257892376681616
13529,79,15,307.76,2,2,2,222,Others,2011-05-19 11:50:00,2011-09-22 09:15:00,204,78,20.517333333333333
13531,205,22,483.8,1,2,2,122,Others,2010-12-08 15:03:00,2011-05-18 16:56:00,365,204,21.990909090909092
13532,34,66,210.31,3,4,1,341,Others,2011-11-06 12:25:00,2011-11-06 12:25:00,33,33,3.1865151515151515
13533,183,76,270.79,1,4,2,142,At Risk,2011-03-17 12:47:00,2011-06-10 11:54:00,267,182,3.563026315789474
13534,2,296,5870.08,5,5,5,555,Champions,2010-12-16 15:23:00,2011-12-07 14:52:00,357,1,19.83135135135135
13536,1,179,3448.29,5,5,5,555,Champions,2011-09-25 13:30:00,2011-12-08 16:38:00,74,0,19.264189944134078
13538,43,25,1280.85,3,2,4,324,Others,2011-01-28 10:40:00,2011-10-27 16:34:00,315,42,51.233999999999995
13539,86,37,631.34,2,3,3,233,Others,2011-02-03 15:23:00,2011-09-15 10:18:00,308,85,17.063243243243242
13544,40,87,291.41,3,4,2,342,Others,2011-04-13 12:09:00,2011-10-31 11:57:00,240,39,3.349540229885058
13546,12,98,626.99,5,4,3,543,Loyal,2011-05-23 12:14:00,2011-11-27 14:50:00,200,11,6.397857142857143
13548,96,124,682.41,2,5,3,253,At Risk,2011-04-10 11:35:00,2011-09-04 14:50:00,243,95,5.503306451612903
13549,26,51,918.2,4,3,3,433,Loyal,2011-04-11 13:42:00,2011-11-14 09:20:00,241,25,18.00392156862745
13551,319,4,91.80000000000001,1,1,1,111,Others,2011-01-24 14:46:00,2011-01-24 14:46:00,318,318,22.950000000000003
13552,66,109,3740.07,3,4,5,345,Loyal,2011-01-28 10:10:00,2011-10-04 15:19:00,315,65,34.31256880733945
13555,74,136,4149.28,2,5,5,255,At Risk,2011-05-22 11:06:00,2011-09-27 12:36:00,201,73,30.50941176470588
13557,28,34,584.0600000000001,4,3,3,433,Loyal,2011-03-04 12:14:00,2011-11-11 15:24:00,280,27,17.17823529411765
13558,6,175,605.06,5,5,3,553,Loyal,2011-10-02 13:01:00,2011-12-04 11:24:00,67,5,3.457485714285714
13560,7,33,174.37,5,3,1,531,Others,2011-12-02 13:11:00,2011-12-02 13:11:00,6,6,5.283939393939394
13561,216,14,141.85999999999999,1,2,1,121,Others,2011-05-08 12:39:00,2011-05-08 12:39:00,215,215,10.132857142857143
13562,82,82,1799.3300000000002,2,4,4,244,At Risk,2011-04-08 12:42:00,2011-09-19 10:51:00,245,81,21.943048780487807
13563,84,49,777.53,2,3,3,233,Others,2011-07-22 17:21:00,2011-09-16 14:45:00,139,83,15.867959183673468
13564,144,83,1749.02,2,4,4,244,At Risk,2010-12-06 17:26:00,2011-07-18 14:33:00,367,143,21.07253012048193
13565,19,38,240.22,4,3,1,431,Others,2011-01-09 14:28:00,2011-11-20 14:33:00,333,18,6.321578947368421
13566,41,176,874.71,3,5,3,353,Loyal,2011-09-18 12:40:00,2011-10-30 11:59:00,82,40,4.969943181818182
13568,173,44,192.85,2,3,1,231,Others,2011-06-19 14:42:00,2011-06-19 14:42:00,172,172,4.382954545454545
13569,17,85,373.75,4,4,2,442,Others,2010-12-07 12:29:00,2011-11-22 13:07:00,367,16,4.397058823529412
13570,243,27,239.49,1,2,1,121,Others,2011-04-10 13:36:00,2011-04-10 13:36:00,242,242,8.870000000000001
13571,13,341,2092.32,5,5,5,555,Champions,2011-03-31 12:43:00,2011-11-27 10:47:00,253,12,6.1358357771261005
13572,206,33,1384.25,1,3,4,134,At Risk,2011-05-18 11:59:00,2011-05-18 11:59:00,205,205,41.946969696969695
13573,50,26,294.40000000000003,3,2,2,322,Others,2011-03-31 14:47:00,2011-10-20 14:33:00,252,49,11.323076923076924
13575,23,46,732.07,4,3,3,433,Loyal,2011-06-16 14:24:00,2011-11-16 13:14:00,175,22,15.914565217391305
13576,10,126,6717.34,5,5,5,555,Champions,2010-12-01 17:24:00,2011-11-29 15:34:00,372,9,53.312222222222225
13577,25,83,1687.6000000000001,4,4,4,444,Champions,2011-04-12 10:33:00,2011-11-14 15:19:00,241,24,20.33253012048193
13579,15,23,467.04,4,2,2,422,New,2010-12-05 16:10:00,2011-11-25 08:41:00,368,14,20.30608695652174
13581,309,10,118.0,1,1,1,111,Others,2011-02-03 14:41:00,2011-02-03 14:41:00,308,308,11.8
13583,156,53,781.03,2,3,3,233,Others,2011-07-07 10:40:00,2011-07-07 10:40:00,155,155,14.736415094339621
13584,307,24,142.4,1,2,1,121,Others,2011-02-06 12:49:00,2011-02-06 12:49:00,306,306,5.933333333333334
13587,64,8,712.4,3,1,3,313,Others,2011-10-07 12:31:00,2011-10-07 12:31:00,63,63,89.05
13588,16,174,2478.95,4,5,5,455,Champions,2011-03-29 15:53:00,2011-11-24 10:42:00,254,15,14.246839080459768
13589,15,21,379.65,4,2,2,422,New,2011-06-13 12:44:00,2011-11-25 12:10:00,179,14,18.07857142857143
13590,11,87,1981.92,5,4,4,544,Champions,2011-02-09 13:25:00,2011-11-28 12:54:00,302,10,22.780689655172413
13591,65,58,1117.13,3,3,4,334,Loyal,2011-03-18 12:18:00,2011-10-06 12:26:00,266,64,19.26086206896552
13592,36,16,247.95999999999998,3,2,1,321,Others,2011-03-20 14:01:00,2011-11-04 09:49:00,263,35,15.497499999999999
13593,108,128,2037.0800000000002,2,5,4,254,At Risk,2011-01-07 16:32:00,2011-08-23 13:35:00,335,107,15.914687500000001
13594,53,26,396.97,3,2,2,322,Others,2011-10-18 10:19:00,2011-10-18 10:19:00,52,52,15.268076923076924
13596,6,166,697.04,5,5,3,553,Loyal,2011-11-27 11:57:00,2011-12-04 12:01:00,12,5,4.199036144578313
13598,47,40,180.17000000000002,3,3,1,331,Others,2011-10-23 14:28:00,2011-10-23 14:28:00,46,46,4.504250000000001
13599,1,247,5153.67,5,5,5,555,Champions,2010-12-08 10:11:00,2011-12-08 16:10:00,366,0,20.86506072874494
13600,312,19,219.52,1,2,1,121,Others,2011-01-31 15:27:00,2011-01-31 15:27:00,311,311,11.553684210526317
13601,45,99,693.32,3,4,3,343,Loyal,2011-05-12 16:52:00,2011-10-25 17:31:00,210,44,7.003232323232324
13602,65,23,428.89,3,2,2,322,Others,2011-10-06 11:47:00,2011-10-06 11:47:00,64,64,18.647391304347824
13603,26,27,164.34,4,2,1,421,New,2011-11-13 15:57:00,2011-11-13 15:57:00,25,25,6.086666666666667
13606,29,43,280.54,4,3,2,432,Others,2011-02-01 11:42:00,2011-11-10 17:46:00,311,28,6.524186046511629
13607,40,98,678.01,3,4,3,343,Loyal,2011-10-30 16:17:00,2011-10-30 16:17:00,39,39,6.918469387755102
13610,12,226,1131.88,5,5,4,554,Champions,2011-02-27 14:44:00,2011-11-27 15:38:00,284,11,5.008318584070797
13611,89,74,1171.8,2,4,4,244,At Risk,2010-12-15 10:31:00,2011-09-11 14:51:00,359,88,15.835135135135134
13614,24,201,1610.46,4,5,4,454,Champions,2011-01-13 12:37:00,2011-11-15 14:47:00,330,23,8.01223880597015
13615,319,23,417.69,1,2,2,122,Others,2011-01-25 08:21:00,2011-01-25 08:21:00,318,318,18.160434782608696
13617,40,44,544.18,3,3,3,333,Loyal,2011-06-12 12:55:00,2011-10-30 13:50:00,179,39,12.367727272727272
13618,174,13,177.34,2,1,1,211,Others,2011-06-19 11:09:00,2011-06-19 11:09:00,173,173,13.641538461538461
13621,117,19,213.85,2,2,1,221,Others,2011-08-15 08:26:00,2011-08-15 08:26:00,116,116,11.255263157894737
13623,31,81,747.78,4,4,3,443,Loyal,2011-02-15 13:08:00,2011-11-09 12:00:00,296,30,9.231851851851852
13626,253,19,257.23,1,2,2,122,Others,2011-04-01 10:05:00,2011-04-01 10:05:00,252,252,13.53842105263158
13627,59,92,1638.47,3,4,4,344,Loyal,2010-12-17 09:52:00,2011-10-11 14:20:00,357,58,17.80945652173913
13629,23,59,7792.36,4,4,5,445,Champions,2011-01-05 12:09:00,2011-11-16 13:21:00,338,22,132.07389830508475
13630,5,71,2031.78,5,4,4,544,Champions,2011-02-27 12:49:00,2011-12-04 15:16:00,285,4,28.61661971830986
13631,100,11,3070.42,2,1,5,215,At Risk,2011-03-17 17:13:00,2011-09-01 09:57:00,266,99,279.1290909090909
13632,25,146,2121.27,4,5,5,455,Champions,2011-04-10 15:07:00,2011-11-15 10:51:00,242,24,14.529246575342466
13634,33,188,1575.16,4,5,4,454,Champions,2011-01-16 15:30:00,2011-11-06 13:40:00,326,32,8.378510638297874
13635,68,62,1071.03,3,4,4,344,Loyal,2011-10-03 10:55:00,2011-10-03 10:55:00,67,67,17.274677419354838
13636,37,63,949.12,3,4,4,344,Loyal,2011-02-27 14:29:00,2011-11-03 10:30:00,284,36,15.065396825396826
13637,52,101,810.5,3,4,3,343,Loyal,2011-04-27 13:06:00,2011-10-18 13:32:00,225,51,8.024752475247524
13638,16,8,122.64,4,1,1,411,New,2011-11-24 10:38:00,2011-11-24 10:38:00,15,15,15.33
13639,74,40,1033.34,2,3,4,234,At Risk,2011-09-26 13:36:00,2011-09-26 13:36:00,73,73,25.833499999999997
13642,216,66,354.8,1,4,2,142,At Risk,2011-05-08 12:34:00,2011-05-08 12:34:00,215,215,5.375757575757576
13643,31,28,519.44,4,2,3,423,Others,2011-06-07 11:40:00,2011-11-08 15:37:00,185,30,18.551428571428573
13644,16,146,2624.26,4,5,5,455,Champions,2011-08-26 11:53:00,2011-11-23 14:07:00,105,15,17.974383561643837
13645,120,5,252.1,2,1,2,212,Others,2011-08-11 16:11:00,2011-08-11 16:11:00,119,119,50.42
13647,10,79,1678.1200000000001,5,4,4,544,Champions,2011-04-19 09:49:00,2011-11-30 12:00:00,234,9,21.2420253164557
13649,257,23,346.6,1,2,2,122,Others,2010-12-08 14:46:00,2011-03-28 11:51:00,365,256,15.069565217391306
13650,17,96,1836.3400000000001,4,4,4,444,Champions,2011-03-17 12:37:00,2011-11-23 12:22:00,267,16,19.128541666666667
13651,35,6,94.2,3,1,1,311,Others,2011-10-31 12:11:00,2011-11-04 14:59:00,39,34,15.700000000000001
13652,46,63,1095.08,3,4,4,344,Loyal,2010-12-06 09:21:00,2011-10-25 08:51:00,368,45,17.38222222222222
13654,43,166,2707.33,3,5,5,355,Loyal,2011-03-11 12:54:00,2011-10-27 16:24:00,272,42,16.30921686746988
13655,114,56,932.97,2,3,3,233,Others,2011-04-12 09:53:00,2011-08-17 14:25:00,241,113,16.66017857142857
13656,165,49,379.65,2,3,2,232,Others,2011-01-06 15:42:00,2011-06-28 10:31:00,336,164,7.747959183673469
13657,11,16,382.14,5,2,2,522,New,2011-05-22 12:35:00,2011-11-29 12:32:00,201,10,23.88375
13658,10,108,2639.17,5,4,5,545,Champions,2011-05-19 17:15:00,2011-11-30 10:13:00,203,9,24.43675925925926
13659,206,104,1573.2,1,4,4,144,At Risk,2011-01-23 12:08:00,2011-05-18 12:37:00,320,205,15.126923076923077
13662,86,53,897.76,2,3,3,233,Others,2011-03-25 13:23:00,2011-09-15 12:04:00,258,85,16.938867924528303
13663,179,13,189.47,2,1,1,211,Others,2011-06-13 15:44:00,2011-06-13 15:44:00,178,178,14.574615384615385
13666,60,12,84.65,3,1,1,311,Others,2011-02-25 13:05:00,2011-10-10 15:39:00,286,59,7.054166666666667
13667,149,87,305.02,2,4,2,242,At Risk,2011-07-13 15:42:00,2011-07-13 15:42:00,148,148,3.505977011494253
13668,3,470,6363.59,5,5,5,555,Champions,2010-12-12 12:35:00,2011-12-07 12:11:00,362,2,13.539553191489363
13669,51,9,218.55,3,1,1,311,Others,2011-07-13 11:44:00,2011-10-20 09:32:00,149,50,24.283333333333335
13670,75,25,349.7,2,2,2,222,Others,2011-09-25 15:25:00,2011-09-25 15:25:00,74,74,13.988
13672,301,6,186.39000000000001,1,1,1,111,Others,2011-01-11 13:54:00,2011-02-11 13:53:00,331,300,31.065
13673,19,65,396.92,4,4,2,442,Others,2011-11-07 15:40:00,2011-11-21 12:11:00,31,18,6.106461538461539
13675,151,25,486.82000000000005,2,2,2,222,Others,2011-02-28 12:14:00,2011-07-11 12:57:00,284,150,19.472800000000003
13678,152,16,232.6,2,2,1,221,Others,2011-07-11 10:14:00,2011-07-11 10:14:00,151,151,14.5375
13680,1,195,3722.42,5,5,5,555,Champions,2011-01-04 14:12:00,2011-12-08 13:47:00,338,0,19.089333333333332
13681,18,57,827.83,4,3,3,433,Loyal,2011-07-07 15:21:00,2011-11-22 11:13:00,154,17,14.523333333333333
13682,187,3,59.5,1,1,1,111,Others,2011-06-05 14:06:00,2011-06-05 14:06:00,186,186,19.833333333333332
13684,286,30,67.23,1,3,1,131,Others,2011-02-27 10:13:00,2011-02-27 10:13:00,285,285,2.241
13685,3,39,3119.44,5,3,5,535,Loyal,2011-10-10 12:59:00,2011-12-07 11:41:00,59,2,79.98564102564103
13686,183,8,72.0,1,1,1,111,Others,2011-06-10 09:10:00,2011-06-10 09:10:00,182,182,9.0
13689,63,6,910.0,3,1,3,313,Others,2011-10-07 13:21:00,2011-10-07 13:21:00,62,62,151.66666666666666
13690,59,9,172.25,3,1,1,311,Others,2011-10-11 15:03:00,2011-10-11 15:03:00,58,58,19.13888888888889
13692,25,53,1488.32,4,3,4,434,Loyal,2011-04-17 12:57:00,2011-11-15 11:17:00,235,24,28.081509433962264
13694,4,568,65039.62,5,5,5,555,Champions,2010-12-01 12:12:00,2011-12-06 09:32:00,373,3,114.50637323943663
13695,31,90,2504.13,4,4,5,445,Champions,2011-03-25 11:31:00,2011-11-08 14:26:00,259,30,27.823666666666668
13697,39,12,151.3,3,1,1,311,Others,2011-11-01 09:14:00,2011-11-01 09:14:00,38,38,12.608333333333334
13699,155,14,308.58000000000004,2,2,2,222,Others,2011-07-07 16:51:00,2011-07-07 16:51:00,154,154,22.041428571428575
13700,26,197,2265.12,4,5,5,455,Champions,2011-01-16 13:18:00,2011-11-13 13:00:00,326,25,11.498071065989848
13703,318,1,99.5,1,1,1,111,Others,2011-01-25 13:10:00,2011-01-25 13:10:00,317,317,99.5
13704,5,134,2308.06,5,5,5,555,Champions,2011-09-12 14:40:00,2011-12-04 15:13:00,87,4,17.224328358208954
13705,8,28,711.86,5,2,3,523,Others,2010-12-01 10:29:00,2011-12-02 12:32:00,373,7,25.423571428571428
13706,303,20,330.79,1,2,2,122,Others,2011-02-10 09:21:00,2011-02-10 09:21:00,302,302,16.5395
13707,267,48,806.41,1,3,3,133,Others,2011-01-28 13:27:00,2011-03-17 18:03:00,314,266,16.800208333333334
13708,271,51,296.88,1,3,2,132,Others,2011-03-13 13:46:00,2011-03-13 13:46:00,270,270,5.821176470588235
13709,4,336,6328.05,5,5,5,555,Champions,2011-01-28 14:57:00,2011-12-06 10:28:00,314,3,18.833482142857143
13710,32,8,180.48,4,1,1,411,New,2011-11-08 08:16:00,2011-11-08 08:16:00,31,31,22.56
13711,219,13,252.06,1,1,2,112,Others,2011-05-05 10:29:00,2011-05-05 10:31:00,218,218,19.38923076923077
13712,247,10,228.84,1,1,1,111,Others,2011-04-07 12:33:00,2011-04-07 12:33:00,246,246,22.884
13715,281,105,1079.34,1,4,4,144,At Risk,2010-12-02 08:52:00,2011-03-03 19:21:00,372,280,10.279428571428571
13716,269,21,138.28,1,2,1,121,Others,2011-03-15 13:49:00,2011-03-15 13:49:00,268,268,6.584761904761905
13717,32,102,1445.01,4,4,4,444,Champions,2011-02-14 13:21:00,2011-11-07 14:13:00,297,31,14.166764705882352
13718,246,12,306.55,1,1,2,112,Others,2011-02-17 11:58:00,2011-04-07 13:24:00,295,245,25.545833333333334
13719,15,60,1041.68,4,4,4,444,Champions,2011-04-19 13:56:00,2011-11-24 15:26:00,233,14,17.361333333333334
13720,117,43,799.9,2,3,3,233,Others,2011-03-30 09:17:00,2011-08-15 12:46:00,254,116,18.60232558139535
13721,36,28,524.14,3,2,3,323,Others,2011-11-03 14:05:00,2011-11-03 14:05:00,35,35,18.719285714285714
13722,132,85,2375.41,2,4,5,245,At Risk,2011-03-02 11:43:00,2011-07-31 12:44:00,282,131,27.945999999999998
13723,217,6,199.85000000000002,1,1,1,111,Others,2011-05-06 17:04:00,2011-05-06 17:04:00,216,216,33.30833333333334
13725,50,104,1980.56,3,4,4,344,Loyal,2011-02-04 12:18:00,2011-10-21 10:03:00,308,49,19.043846153846154
13726,39,42,1079.66,3,3,4,334,Loyal,2011-08-31 11:06:00,2011-11-01 10:49:00,100,38,25.70619047619048
13727,29,20,333.48,4,2,2,422,New,2011-11-06 12:16:00,2011-11-11 09:46:00,33,28,16.674
13728,37,63,1016.14,3,4,4,344,Loyal,2011-02-02 12:09:00,2011-11-03 10:49:00,310,36,16.12920634920635
13730,136,43,752.6,2,3,3,233,Others,2011-07-01 12:47:00,2011-07-27 08:35:00,161,135,17.50232558139535
13731,219,38,610.59,1,3,3,133,Others,2011-04-07 10:10:00,2011-05-04 14:33:00,246,218,16.068157894736842
13732,28,33,491.86,4,3,3,433,Loyal,2011-11-11 15:49:00,2011-11-11 15:49:00,27,27,14.904848484848486
13735,25,196,2885.2400000000002,4,5,5,455,Champions,2011-04-19 13:49:00,2011-11-15 11:14:00,233,24,14.72061224489796
13736,5,191,731.9,5,5,3,553,Loyal,2011-03-24 13:04:00,2011-12-04 15:19:00,259,4,3.831937172774869
13737,200,30,339.6,1,3,2,132,Others,2011-05-23 16:32:00,2011-05-23 16:32:00,199,199,11.32
13739,18,3,216.9,4,1,1,411,New,2011-11-21 13:35:00,2011-11-21 13:35:00,17,17,72.3
13740,241,23,350.75,1,2,2,122,Others,2011-04-13 10:32:00,2011-04-13 10:32:00,240,240,15.25
13741,72,34,668.4300000000001,3,3,3,333,Loyal,2011-05-06 13:43:00,2011-09-29 09:19:00,216,71,19.65970588235294
13742,17,321,3131.02,4,5,5,455,Champions,2011-01-23 14:59:00,2011-11-23 11:07:00,319,16,9.753956386292835
13743,3,41,1341.6,5,3,4,534,Loyal,2011-03-25 14:46:00,2011-12-07 10:09:00,258,2,32.72195121951219
13744,95,72,1156.36,2,4,4,244,At Risk,2011-02-20 14:08:00,2011-09-05 15:19:00,291,94,16.060555555555553
13745,162,25,300.04,2,2,2,222,Others,2011-06-30 16:43:00,2011-06-30 16:43:00,161,161,12.001600000000002
13747,374,1,79.6,1,1,1,111,Others,2010-12-01 10:37:00,2010-12-01 10:37:00,373,373,79.6
13748,96,28,948.25,2,2,4,224,At Risk,2010-12-01 09:00:00,2011-09-05 09:45:00,373,95,33.86607142857143
13750,54,24,1647.26,3,2,4,324,Others,2011-01-07 11:49:00,2011-10-17 12:16:00,336,53,68.63583333333334
13751,288,9,296.25,1,1,2,112,Others,2011-02-24 15:56:00,2011-02-24 15:56:00,287,287,32.916666666666664
13752,124,76,1186.28,2,4,4,244,At Risk,2011-04-07 12:04:00,2011-08-07 14:16:00,246,123,15.608947368421052
13753,288,35,741.26,1,3,3,133,Others,2011-02-25 12:48:00,2011-02-25 12:48:00,287,287,21.178857142857144
13754,152,12,282.6,2,1,2,212,Others,2011-01-26 14:58:00,2011-07-11 11:51:00,316,151,23.55
13755,4,342,2161.35,5,5,5,555,Champions,2011-10-07 15:45:00,2011-12-06 12:26:00,62,3,6.319736842105263
13756,2,142,5189.52,5,5,5,555,Champions,2010-12-07 11:41:00,2011-12-07 16:44:00,367,1,36.54591549295775
13758,12,117,3190.55,5,4,5,545,Champions,2010-12-01 12:08:00,2011-11-28 11:11:00,373,11,27.26965811965812
13759,33,25,659.4100000000001,4,2,3,423,Others,2011-09-29 15:40:00,2011-11-06 14:47:00,70,32,26.376400000000004
13760,54,57,286.79,3,3,2,332,Others,2011-03-28 12:52:00,2011-10-16 16:13:00,255,53,5.03140350877193
13761,50,70,1070.65,3,4,4,344,Loyal,2011-06-13 08:43:00,2011-10-20 14:01:00,179,49,15.295000000000002
13762,219,7,306.72,1,1,2,112,Others,2011-05-05 09:15:00,2011-05-05 09:15:00,218,218,43.81714285714286
13763,63,15,1714.96,3,2,4,324,Others,2011-10-07 15:13:00,2011-10-07 15:13:00,62,62,114.33066666666667
13764,71,208,1521.76,3,5,4,354,Loyal,2011-01-06 14:53:00,2011-09-30 12:03:00,336,70,7.3161538461538465
13767,2,368,17220.36,5,5,5,555,Champions,2010-12-01 10:47:00,2011-12-07 15:00:00,373,1,46.79445652173913
13769,2,135,2796.51,5,5,5,555,Champions,2010-12-07 13:28:00,2011-12-07 15:08:00,366,1,20.71488888888889
13771,64,119,2634.45,3,4,5,345,Loyal,2011-04-06 15:47:00,2011-10-06 14:18:00,246,63,22.138235294117646
13772,34,177,1132.13,3,5,4,354,Loyal,2011-04-14 12:31:00,2011-11-06 11:43:00,239,33,6.396214689265538
13774,82,22,345.0,2,2,2,222,Others,2011-09-19 12:06:00,2011-09-19 12:06:00,81,81,15.681818181818182
13777,1,197,25977.16,5,5,5,555,Champions,2010-12-01 16:01:00,2011-12-09 12:25:00,372,0,131.86375634517768
13778,103,9,178.7,2,1,1,211,Others,2011-08-28 15:25:00,2011-08-28 15:25:00,102,102,19.855555555555554
13780,7,57,360.01,5,3,2,532,Others,2011-06-22 11:43:00,2011-12-02 13:49:00,170,6,6.315964912280702
13781,251,17,127.84,1,2,1,121,Others,2011-04-03 12:08:00,2011-04-03 12:08:00,250,250,7.5200000000000005
13782,13,115,912.0,5,4,3,543,Loyal,2011-01-16 11:08:00,2011-11-27 11:54:00,327,12,7.930434782608696
13784,10,31,2462.79,5,3,5,535,Loyal,2011-01-11 14:38:00,2011-11-30 09:33:00,331,9,79.44483870967741
13786,367,7,230.4,1,1,1,111,Others,2010-12-07 13:53:00,2010-12-07 13:53:00,366,366,32.91428571428572
13787,76,31,309.04,2,3,2,232,Others,2010-12-10 14:45:00,2011-09-25 12:06:00,363,75,9.969032258064518
13790,4,45,348.79999999999995,5,3,2,532,Others,2011-12-05 15:48:00,2011-12-05 15:48:00,3,3,7.75111111111111
13791,128,11,1516.0,2,1,4,214,At Risk,2011-06-24 16:38:00,2011-08-04 11:44:00,167,127,137.8181818181818
13792,66,13,195.55,3,1,1,311,Others,2011-02-25 14:03:00,2011-10-04 14:31:00,286,65,15.042307692307693
13798,1,349,37153.85,5,5,5,555,Champions,2010-12-02 17:24:00,2011-12-08 15:51:00,371,0,106.4580229226361
13799,117,39,688.86,2,3,3,233,Others,2011-02-18 14:18:00,2011-08-15 12:07:00,293,116,17.663076923076922
13800,310,33,558.32,1,3,3,133,Others,2011-02-03 12:27:00,2011-02-03 12:27:00,309,309,16.91878787878788
13801,67,23,324.8,3,2,2,322,Others,2011-10-04 10:15:00,2011-10-04 10:15:00,66,66,14.121739130434783
13802,139,60,4599.42,2,4,5,245,At Risk,2011-02-01 12:03:00,2011-07-24 10:54:00,311,138,76.657
13803,255,17,277.07,1,2,2,122,Others,2011-03-29 12:57:00,2011-03-29 12:57:00,254,254,16.298235294117646
13804,31,137,2635.79,4,5,5,455,Champions,2011-02-23 09:09:00,2011-11-09 12:32:00,289,30,19.23934306569343
13805,52,13,924.5999999999999,3,1,3,313,Others,2011-08-02 15:29:00,2011-10-18 14:50:00,128,51,71.12307692307692
13806,64,10,256.38,3,1,2,312,Others,2011-10-07 11:43:00,2011-10-07 11:43:00,63,63,25.637999999999998
13807,367,7,112.6,1,1,1,111,Others,2010-12-07 15:48:00,2010-12-07 15:48:00,366,366,16.085714285714285
13808,6,76,1747.66,5,4,4,544,Champions,2011-09-04 12:07:00,2011-12-04 12:18:00,96,5,22.995526315789476
13809,305,12,155.05,1,1,1,111,Others,2011-02-07 13:15:00,2011-02-07 13:15:00,304,304,12.920833333333334
13810,29,35,1499.01,4,3,4,434,Loyal,2011-10-14 12:57:00,2011-11-11 08:33:00,55,28,42.828857142857146
13811,184,13,814.5,1,1,3,113,Others,2011-04-14 18:40:00,2011-06-09 09:54:00,238,183,62.65384615384615
13812,42,36,539.0,3,3,3,333,Loyal,2011-08-26 12:54:00,2011-10-28 14:27:00,104,41,14.972222222222221
13813,40,69,1366.8600000000001,3,4,4,344,Loyal,2011-07-28 10:33:00,2011-10-31 10:38:00,134,39,19.809565217391306
13814,92,57,1579.12,2,3,4,234,At Risk,2011-07-25 13:54:00,2011-09-08 13:48:00,136,91,27.703859649122805
13815,22,176,4027.36,4,5,5,455,Champions,2011-01-25 12:16:00,2011-11-17 14:19:00,318,21,22.882727272727273
13816,24,28,571.6700000000001,4,2,3,423,Others,2011-10-06 14:37:00,2011-11-16 08:38:00,63,23,20.416785714285716
13817,29,24,382.98,4,2,2,422,New,2010-12-23 11:46:00,2011-11-10 17:49:00,351,28,15.957500000000001
13819,302,36,1140.35,1,3,4,134,At Risk,2011-01-24 10:38:00,2011-02-11 10:38:00,319,301,31.676388888888887
13821,145,59,385.64,2,4,2,242,At Risk,2011-03-23 11:30:00,2011-07-18 09:49:00,261,144,6.536271186440678
13822,6,96,632.0,5,4,3,543,Loyal,2011-10-30 15:55:00,2011-12-04 12:13:00,39,5,6.583333333333333
13823,19,40,957.66,4,3,4,434,Loyal,2011-09-09 10:42:00,2011-11-21 10:22:00,91,18,23.941499999999998
13824,33,46,1698.94,4,3,4,434,Loyal,2011-02-02 13:07:00,2011-11-07 12:41:00,309,32,36.93347826086956
13826,176,10,189.5,2,1,1,211,Others,2011-06-16 13:48:00,2011-06-16 13:48:00,175,175,18.95
13827,58,93,412.05,3,4,2,342,Others,2011-07-19 15:38:00,2011-10-13 12:38:00,142,57,4.430645161290323
13828,22,15,209.49,4,2,1,421,New,2011-11-17 16:02:00,2011-11-17 16:02:00,21,21,13.966000000000001
13831,16,74,2202.99,4,4,5,445,Champions,2010-12-05 12:13:00,2011-11-23 15:41:00,369,15,29.77013513513513
13832,19,3,52.2,4,1,1,411,New,2011-11-20 15:36:00,2011-11-20 15:36:00,18,18,17.400000000000002
13833,159,29,384.8,2,2,2,222,Others,2011-07-03 13:27:00,2011-07-03 13:27:00,158,158,13.26896551724138
